|※|brand|name|80PLUS|規格|奥行|ｹｰﾌﾞﾙ|EPS 8pin|OEM|ベースモデル|PCB|1次側方式|1次側Cap(s)|2次側方式|2次側液体Caps|2次側固体Caps|プラグイン基板Caps|ファン|ﾌｧﾝﾚｽ|備考|画像等1|画像等2|画像等3|画像等4|h
||ENERMAX|[[CYBERBRON ECB700EWT:https://kakaku.com/item/K0001314165/]]|Bronze|ATX|140|fixed|x2|CWT|CWT GPM|片面||||||||||[[link:https://whatnext.pl/enermax-cyberbron-700w-test-recenzja-opinia/]]|[[link:]]|[[link:]]|[[link:]]|
|終売|ENERMAX|[[RevoBron ERB500AWT:https://kakaku.com/item/K0001007783/]]|Bronze|ATX|140|semi|x1|CWT|CWT CSB|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c + 85c(105c?)|準同期整流 + DC/DC|chemi-con 105c|Elite / APAQ|n/a|Enermax ED122512M-FD|n/a|-|[[link:https://web.archive.org/web/20190101162551/http://hardwareoverclock.com/Enermax-RevoBron-600-Watt-Netzteil-3.htm]]|[[link:http://www.jonnyguru.com/forums/showthread.php?14826-Enermax-Introduces-RevoBron-PSU-Line/page2]]|[[link:https://www.computerbase.de/2018-03/cooler-master-&#x4d;asterWatt-enermax-revobron-netzteil-test/2/]]||
|終売|ENERMAX|[[RevoBron ERB600AWT:https://kakaku.com/item/K0001007784/]]|Bronze|ATX|140|semi|x1|CWT|CWT CSB|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c + 85c(105c?)|準同期整流 + DC/DC|chemi-con 105c|Elite / APAQ|n/a|Enermax ED122512M-FD|n/a|-|[[link:https://www.overclockers.ua/power/enermax-revobron-erb600awt/]]|[[link:https://www.noticias3d.com/articulo.asp?idarticulo=2506&pag=2]]|[[link:https://i2hard.ru/publications/22500/]]||
||ENERMAX|[[RevoBron TGA ERB500AWT TR:https://kakaku.com/item/K0001115461/]]|Bronze|ATX|140|semi|x1|CWT|CWT CSB|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c + 85c(105c?)|準同期整流 + DC/DC|chemi-con 105c|Elite / APAQ|n/a|Enermax ED122512M-FD|n/a|-|[[link:https://nl.hardware.info/product/487443/enermax-revobron-tga-500w]]||||
||ENERMAX|[[RevoBron TGA ERB600AWT TR:https://kakaku.com/item/K0001115460/]]|Bronze|ATX|140|semi|x1|CWT|CWT CSB|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c + 85c(105c?)|準同期整流 + DC/DC|chemi-con 105c|Elite / APAQ|n/a|Enermax ED122512M-FD|n/a|-|[[link:https://www.hardwareluxx.ru/index.php/artikel/hardware/netzteile/46181-enermax-revobron-600w-tga-edition-test.html?start=1]]||||
||ENERMAX|[[RevoBron TGA ERB700AWT TR:https://kakaku.com/item/K0001115459/]]|Bronze|ATX|140|semi|x1|CWT|CWT CSB-A|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c + 85c|準同期整流 + DC/DC|chemi-con 105c|Elite / APAQ|n/a|Enermax ED122512H-FD|n/a|-|[[link:https://www.techpowerup.com/review/enermax-erb700awt/]]||||
|終売|ENERMAX|[[Revolution DUO ERD500AWL-F:https://kakaku.com/item/K0000931692/]]|Gold|ATX|140|fixed|x1|Yue-Lin|不明|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|Teapo 85c|同期整流 + DC/DC|Teapo 105c|Teapo|n/a|Enermax ED1002512L-OA + ED0801512L-OA|n/a|-|[[link:https://hlamer.ru/video/742395-Enermax_REVOLUTION_DUO_500_watt_Obzor_s_razborom]]||||
|終売|ENERMAX|[[Revolution DUO ERD600AWL-F:https://kakaku.com/item/K0000931693/]]|Gold|ATX|140|fixed|x1|Yue-Lin|不明|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|Teapo 85c|同期整流 + DC/DC|Teapo 105c|Teapo|n/a|Enermax ED1002512L-OA + ED0801512L-OA|n/a|-|||||
|終売|ENERMAX|[[Revolution DUO ERD700AWL-F:https://kakaku.com/item/K0000931694/]]|Gold|ATX|140|fixed|x1|Yue-Lin|不明|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|Teapo 85c|同期整流 + DC/DC|Teapo 105c|Teapo|n/a|Enermax ED1002512L-OA + ED0801512L-OA|n/a|-|[[link:https://www.hardocp.com/article/2017/02/21/enermax_revolution_duo_700w_power_supply_review/3]]|[[link:https://www.overclockers.ua/power/enermax-erd700awl-f/]]|||
||ENERMAX|[[REVOLUTION D.F. ERF750EWT:https://kakaku.com/item/K0001135413/]]|Gold|ATX|160|full|x2|CWT|CWT GPU|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[REVOLUTION D.F. ERF850EWT:https://kakaku.com/item/K0001135414/]]|Gold|ATX|160|full|x2|CWT|CWT GPU|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[Platimax D.F. EPF1050EWT:https://kakaku.com/item/K0000990788/]]|Platinum|ATX|160|full|不明|CWT||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[Platimax D.F. EPF1200EWT:https://kakaku.com/item/K0000990787/]]|Platinum|ATX|160|full|不明|CWT||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[Platimax EPM1350EWT:https://kakaku.com/item/K0000428848/]]|Platinum|ATX|180|full|x1|CWT||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[MaxTytan EMT750EWT:https://kakaku.com/item/K0000996073/]]|Titanium|ATX|180|full|x1|CWT||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||ENERMAX|[[MaxTytan EDT1050EWT:https://kakaku.com/item/K0000996075/]]|Titanium|ATX|200|full|不明|CWT||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Enhance|[[FLEX 350 ENP7135B-24YGF:https://kakaku.com/item/K0000785821/]]|Gold|Flex ATX|81.5|fixed|-|Enhance|Enhance ENP7100|不明|不明|不明|不明|不明|不明|n/a|不明|n/a|-|||||
||Fractal Design|[[ION Gold 550W FD-P-IA2G-550:https://kakaku.com/item/K0001351643/]]|Gold|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION Gold 650W FD-P-IA2G-650:https://kakaku.com/item/K0001351644/]]|Gold|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION Gold 750W FD-P-IA2G-750:https://kakaku.com/item/K0001351645/]]|Gold|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION Gold 850W FD-P-IA2G-850:https://kakaku.com/item/K0001351646/]]|Gold|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION SFX 500G FD-PSU-ION-SFX-500G-BK:https://kakaku.com/item/K0001205446/]]|Gold|ATX|125|full|x1|Seasonic|||||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION SFX 650G FD-PSU-ION-SFX-650G-BK:https://kakaku.com/item/K0001205445/]]|Gold|ATX|125|full|x1|Seasonic|||||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION+ 560P FD-PSU-IONP-560P-BK:https://kakaku.com/item/K0001179318/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[ION+ 660P FD-PSU-IONP-660P-BK:https://kakaku.com/item/K0001179317/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[Ion+ 2 Platinum 560W FD-P-IA2P-560:https://kakaku.com/item/K0001377375/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[Ion+ 2 Platinum 660W FD-P-IA2P-660:https://kakaku.com/item/K0001377374/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[Ion+ 2 Platinum 760W FD-P-IA2P-760:https://kakaku.com/item/K0001377373/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Fractal Design|[[Ion+ 2 Platinum 860W FD-P-IA2P-860:https://kakaku.com/item/K0001377372/]]|Platinum|ATX|150|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[HEXA 85+ 450W HA450:https://kakaku.com/item/K0001307723/]]|Bronze|ATX|140|fixed|x1|FSP|HEXA 85+|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[HEXA 85+ 550W HA550:https://kakaku.com/item/K0001307722/]]|Bronze|ATX|140|fixed|x1|FSP|HEXA 85+|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[HEXA 85+ 650W HA650:https://kakaku.com/item/K0001307721/]]|Bronze|ATX|140|fixed|x1|FSP|HEXA 85+|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|FSP|[[AURUM 92+ 550 PT-550M:https://kakaku.com/item/K0000464414/]]|Platinum|ATX|159|semi|x1|FSP|FSP Aurum 92+ |両面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Panasonic 105c|同期整流 + DC/DC|chemi-con 105c|n/a|n/a|PROTECHNIC MGA12012HF-A25|n/a|-|[[link:https://www.59hardware.net/articles/alimentations/alimentation-fsp-aurum-92%2B-550-w-2014082516389/all.html]]|[[link:https://nl.hardware.info/product/239405/fsp-aurum-92+-550w#reviews]]|||
|終売|FSP|[[AURUM 92+ 650 PT-650M:https://kakaku.com/item/K0000464415/]]|Platinum|ATX|159|semi|x1|FSP|FSP Aurum 92+ |両面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|chemi-con 105c|同期整流 + DC/DC|chemi-con 105c|n/a|n/a|PROTECHNIC MGA12012HF-A25|n/a|-|[[link:https://www.hardwaresecrets.com/fsp-aurum-92-650-w-power-supply-review/5/]]|[[link:https://www.techpowerup.com/review/fsp-aurum-92-650w/4.html]]|[[link:https://www.tweaktown.com/reviews/5142/fsp_aurum_92_pt_650m_650w_80_plus_platinum_power_supply_review/index4.html]]|[[link:https://www.tomshardware.co.uk/fsp-aurum-92-650w-80-plus-platinum,review-33101.html]]|
||FSP|[[AURUM S 400 AS-400:https://kakaku.com/item/K0000721805/]]|Gold|ATX|150|fixed|x1|FSP|FSP Raider|片面?|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Teapo 85c?|同期整流 + 5V/3.3V一括制御|&#x43;apXon / Teapo 105c?|n/a|n/a|Yateloon D12SM-12|n/a|-|[[link:https://www.cnews.cz/test-zdroju-cast-2-enermax-revolution-xt-430-w-a-fsp-aurum-s-400-w/]]|[[link:https://www.dospara.co.jp/monotech/news/8100.html]]|||
|終売|FSP|[[AURUM S 500 AS-500:https://kakaku.com/item/K0000721806/]]|Gold|ATX|150|fixed|x1|FSP|FSP Raider|片面?|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Teapo 85c?|同期整流 + 5V/3.3V一括制御|&#x43;apXon / Teapo 105c?|n/a|n/a|Yateloon D12SM-12?|n/a|-|||||
|終売|FSP|[[AURUM S 600 AS-600:https://kakaku.com/item/K0000721807/]]|Gold|ATX|150|fixed|x1|FSP|FSP Raider|片面?|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Teapo 85c?|同期整流 + 5V/3.3V一括制御|&#x43;apXon / Teapo 105c?|n/a|n/a|Yateloon D12SM-12?|n/a|-|[[link:https://aphnetworks.com/reports/fsp_aurum_s_600w/3]]||||
|終売|FSP|[[AURUM S 700 AS-700:https://kakaku.com/item/K0000721808/]]|Gold|ATX|150|fixed|x1|FSP|FSP Raider|片面?|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Teapo 85c?|同期整流 + 5V/3.3V一括制御|&#x43;apXon / Teapo 105c?|n/a|n/a|Yateloon D12SM-12?|n/a|-|[[link:https://www.hkepc.com/9308/%E5%8A%A0%E5%85%A5%E8%87%AA%E5%AE%B6_MIA_IC_%E6%8A%80%E8%A1%93_FSP_AURUM_S_700W_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8]]||||
||FSP|[[FSP300-60GHS v3.21:https://kakaku.com/item/K0000169504/]]|Standard|SFX|100|fixed|x1|FSP|FSP SFX GHS|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明 105c?|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|PROTECHNIC MGA8212YS-A15?|n/a|-|[[link:https://www.hardwaresecrets.com/fsp300-60ghs-power-supply-review/4/]]|[[link:https://www.hkepc.com/11068/SFX_%E8%A8%AD%E8%A8%88%E5%B0%8F%E5%9E%8B%E6%A9%9F%E7%AE%B1%E4%B9%8B%E9%81%B8_FSP300-60GHS_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8]]|[[link:http://www.dont.ru/FSP-Group-FSP300-60GHS-OEM-12V-22A-80plus-SFX-FAN-80x80x15.id15892.html]]||
||FSP|[[FSP450-60GHS v3.21:https://kakaku.com/item/K0000169502/]]|Bronze|SFX|100|fixed|x1|FSP|FSP SFX GHS|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明 105c?|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|PROTECHNIC MGA8212YS-A15?|n/a|-|[[link:https://www.hkepc.com/10629/80PLUS%E9%8A%85%E7%89%8CMicro_ATX_%E8%A8%AD%E8%A8%88_FSP450-60GHS85R_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8]]|[[link:https://www.techpowerup.com/forums/threads/a-peak-inside-the-fsp-450w-micro-atx-fsp450-60ghs-85-r.159878/]]|||
||FSP|[[RAIDER II 650W RA2-650:https://kakaku.com/item/K0000984298/]]|Silver|ATX|140|fixed|x1|FSP|FSP Raider II|片面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|日本メーカー 105c|同期整流 + DC/DC|chemi-con / rubycon 105c|n/a|n/a|ADDA AD1212HS-A71GL|n/a|-|[[link:https://akiba-pc.watch.impress.co.jp/docs/mreview/rental/1107692.html]]||||
||FSP|[[RAIDER II 750W RA2-750:https://kakaku.com/item/K0000984299/]]|Silver|ATX|140|fixed|x1|FSP|FSP Raider II|片面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|日本メーカー 105c|同期整流 + DC/DC|chemi-con / rubycon 105c|n/a|n/a|ADDA AD1212HS-A71GL|n/a|-|[[link:http://www.gdm.or.jp/review/2017/1106/239442/3]]||||
|終売|FSP|[[RAIDER RA-500B:https://kakaku.com/item/K0001099759/]]|Bronze|ATX|140|fixed|x1|FSP|FSP Hyper|片面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|&#x43;apXon 85c|12V/5V一括制御|&#x43;apXon / Teapo(+5VSB) 105c|n/a|n/a|n/a|n/a|-|[[link:https://value-kaden.com/ra-500b/]]|[[link:https://download1.getuploader.com/g/7%7Cdengensure/139/RA-500B.jpg]]|||
||FSP|[[DAGGER PRO 550W SDA2-550:https://kakaku.com/item/K0001374994/]]|Gold|SFX|100|full|x1|FSP|FSP Dagger Pro|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[DAGGER PRO 650W SDA2-650:https://kakaku.com/item/K0001374993/]]|Gold|SFX|100|full|x1|FSP|FSP Dagger Pro|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[DAGGER PRO 750W SDA2-750:https://kakaku.com/item/K0001374992/]]|Gold|SFX|100|full|x2|FSP|FSP Dagger Pro|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[DAGGER PRO 850W SDA2-850:https://kakaku.com/item/K0001374991/]]|Gold|SFX|100|full|x2|FSP|FSP Dagger Pro|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro G PRO 1000W HG2-1000:https://kakaku.com/item/K0001323054/]]|Gold|ATX|150|full|x2|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro G PRO 850W HG2-850:https://kakaku.com/item/K0001323053/]]|Gold|ATX|150|full|x2|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro GE 850W HGE850:https://kakaku.com/item/K0001186323/]]|Gold|ATX|170|full|x1|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro GSM Lite PRO 550W HGS-550M:https://kakaku.com/item/K0001307718/]]|Gold|ATX|140|fixed|x2|FSP|Hydro GSM|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro GSM Lite PRO 650W HGS-650M:https://kakaku.com/item/K0001307717/]]|Gold|ATX|140|fixed|x2|FSP|Hydro GSM|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro GSM Lite PRO 750W HGS-750M:https://kakaku.com/item/K0001307716/]]|Gold|ATX|140|fixed|x2|FSP|Hydro GSM|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro PT 650W HPT650:https://kakaku.com/item/K0001282534/]]|Platinum|ATX|170|full|x1|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro PT 750W HPT750:https://kakaku.com/item/K0001282535/]]|Platinum|ATX|170|full|x2|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro PTM PRO 1000W HPT2-1000M:https://kakaku.com/item/K0001307714/]]|Platinum|ATX|190|full|x3|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro PTM PRO 1200W HPT2-1200M:https://kakaku.com/item/K0001356451/]]|Platinum|ATX|190|full|x3|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro PTM PRO 850W HPT2-850M:https://kakaku.com/item/K0001307715/]]|Platinum|ATX|190|full|x3|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro S 650W HS-650:https://kakaku.com/item/K0001307720/]]|Silver|ATX|140|fixed|x2|FSP|FSP Raider II|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Hydro S 750W HS-750:https://kakaku.com/item/K0001307719/]]|Silver|ATX|140|fixed|x2|FSP|FSP Raider II|||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||FSP|[[Twins PRO 700W FSP700-50RAB:https://kakaku.com/item/K0001374995/]]|Gold|ATX|190|fixed|x2|FSP||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|GAMDIAS|[[ASTRAPE M1-650B:https://kakaku.com/item/K0001054371/]]|Bronze|ATX|140|fixed|x1|Andyson|(Xigmatek Marverick S)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|Teapo 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|&#x4a;unFu 105c|n/a|n/a|POWERYEAR PY-1225H12S|n/a|-|[[link:https://akiba-pc.watch.impress.co.jp/docs/sp/1134311.html]]|[[link:http://www.f14lab.com/2018/12/review-gamdias-astrape-m1-80plus.html]]|||
|終売|GAMDIAS|[[KRATOS M1-600B:https://kakaku.com/item/K0001139417/]]|Bronze|ATX|140|fixed|x1|Andyson?|不明|不明|不明|不明|不明|不明|不明|n/a|不明|n/a|-|||||
|終売|GAMDIAS|[[KRATOS P1-750G:https://kakaku.com/item/K0001193089/]]|Gold|ATX|140|semi|x1|Andyson|Andyson H6?|両面?|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|不明|同期整流 + DC/DC|不明|不明|n/a|不明|n/a|-|||||
|終売|HEC|[[WIN+ POWER 3s HEC-WN3S-500W:https://kakaku.com/item/K0000851707/]]|Bronze|ATX|140|fixed|x1|HEC|(Be Quiet Pure Power L8)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|&#x43;apXon 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|Teapo 105c|n/a|n/a|不明|n/a|-|[[link:https://akiba-pc.watch.impress.co.jp/docs/dosv/1005399.html#contents-section-2-4]]||||
|終売|HEC|[[WIN+ POWER 3s HEC-WN3S-600W:https://kakaku.com/item/K0000851708/]]|Bronze|ATX|140|fixed|x1|HEC|(Be Quiet Pure Power L8)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|? &#x43;apXon 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|? Teapo 105c|n/a|n/a|不明|n/a|-|||||
||IN WIN|[[IP-P300CN7-2-H:https://kakaku.com/item/K0000622685/]]|Bronze|TFX|100|fixed|x1|IN WIN|不明|片面|不明|不明|不明|不明|不明|不明|不明 80mm|n/a|-|||||
||IN WIN|[[IP-S300EF7-2-H:https://kakaku.com/item/K0000622684/]]|Bronze|TFX|175|fixed|-|IN WIN|不明|片面|不明|不明|不明|不明|不明|不明|不明|n/a|-|||||
||IN WIN|[[IP-S300FF1-0-H:https://kakaku.com/item/K0000622683/]]|未取得|TFX|175|fixed|x1|IN WIN|不明|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明 80mm|n/a|-|[[link:https://www.hardwareinsights.com/in-winpower-man-ip-s300ff1-0-tfx-review/3/]]||||
||IN WIN|[[CS-700W IW-CS700-SFX:https://kakaku.com/item/K0001113906/]]|Gold|SFX|100|full|x2|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P55F PS-P55F:https://kakaku.com/item/K0001341177/]]|Gold|ATX|140|fixed|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P65F PS-P65F:https://kakaku.com/item/K0001341178/]]|Gold|ATX|140|fixed|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P75F PS-P75F:https://kakaku.com/item/K0001341179/]]|Gold|ATX|140|fixed|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[PB-750W IW-PB750-RGB:https://kakaku.com/item/K0001113904/]]|Gold|ATX|160|full|x2|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P65 IW-PS-P650W:https://kakaku.com/item/K0001304603/]]|Gold|ATX|160|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P85 IW-PS-P850W:https://kakaku.com/item/K0001304604/]]|Gold|ATX|160|full|x2|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P105 PS-P1050W:https://kakaku.com/item/K0001398673/]]|Gold|ATX|160|full|x2|||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||IN WIN|[[P125 PS-P1250W:https://kakaku.com/item/K0001398674/]]|Gold|ATX|160|full|x2|||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|KEIAN|[[GORI-MAX3 KT-S650-12A2:https://kakaku.com/item/K0000747446/]]|Standard|ATX|140|fixed|x1|Comstars|不明|片面|不明|不明|不明|不明|不明|不明|不明|n/a|-|||||
|終売|KEIAN|[[自作本舗 KT-450PS3:https://kakaku.com/item/K0000836004/]]|未取得|ATX|140|fixed|x1|Comstars|不明|片面|不明|不明|不明|不明|不明|不明|不明|n/a|-|||||
|終売|KEIAN|[[静か Gold KT-AP600-AXG HC:https://kakaku.com/item/K0000927231/]]|Gold|ATX|140|fixed|x1|Comstars|不明|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|Teapo 105c|ﾀﾞｲｵｰﾄﾞ整流 + DC/DC|不明|不明|n/a|不明|n/a|-|[[link:https://review.kakaku.com/review/K0000927231/ReviewCD=1071846/]]||||
|終売|LIAN LI|[[PE-550:https://kakaku.com/item/K0000877506/]]|Gold|SFX-L|130|full|x1|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||LIAN LI|[[SP750:https://www.dirac.co.jp/sp750/]]|Gold|SFX|100|full|x2|HELLY||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||MSI|[[MAG A550BN:https://kakaku.com/item/K0001378164/]]|Bronze|ATX|140|fixed|x1|CWT|CWT CSB|片面||||||||||[[link:https://www.f14lab.org/2021/10/review-msi-mag-a550bn-550w.html]]|[[link:]]|[[link:]]|[[link:]]|
||MSI|[[MAG A650BN:https://kakaku.com/item/K0001378163/]]|Bronze|ATX|140|fixed|x1|CWT|CWT CSB|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||MSI|[[MPG A750GF:https://kakaku.com/item/K0001335617/]]|Gold|ATX|160|full|x2|CWT|CWT GPU|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||MSI|[[MPG A850GF:https://kakaku.com/item/K0001335616/]]|Gold|ATX|160|full|x2|CWT|CWT GPU|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||NZXT|[[Cシリーズ C650 NP-C650M-JP:https://kakaku.com/item/K0001277800/]]|Gold|ATX|150|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||NZXT|[[Cシリーズ C750 NP-C750M-JP:https://kakaku.com/item/K0001277799/]]|Gold|ATX|150|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||NZXT|[[Cシリーズ C850 NP-C850M-JP:https://kakaku.com/item/K0001269786/]]|Gold|ATX|150|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||NZXT|[[E Series E850 NP-1PM-E850A:https://kakaku.com/item/K0001079945/]]|Gold|ATX|150|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Phanteks|[[REVOLT PRO PSU PH-P1000GC:https://kakaku.com/item/K0001340452/]]|Gold|ATX|170|full|x1|Seasonic|Seasonic PRIME GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
