status,brand,name,link,price,80PLUS,form factor,depth,modular,EPS8pin,OEM,platform,pcb,primary topology,primary cap(s) brand,secondary side topology,secondary electrolytic caps brand,secondary solid caps brand,modular board caps,fan,fanless mode,note,review/image_1,review/image_2,review/image_3,review/image_4
,IN WIN,P85 IW-PS-P850W,https://kakaku.com/item/K0001304604/,"¥12,047",Gold,ATX,160,full,x2,Sirtec,,,,,,,,,,,,,,,
,IN WIN,P105 PS-P1050W,https://kakaku.com/item/K0001398673/,"¥17,420",Gold,ATX,160,full,x2,,,,,,,,,,,,,,,,
,IN WIN,P125 PS-P1250W,https://kakaku.com/item/K0001398674/,"¥19,830",Gold,ATX,160,full,x2,,,,,,,,,,,,,,,,
discontinued,KEIAN,GORI-MAX3 KT-S650-12A2,https://kakaku.com/item/K0000747446/,"¥3,894",Standard,ATX,140,fixed,x1,Comstars,unknown,single sided,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n/a,-,-,-,-,-
discontinued,KEIAN,自作本舗 KT-450PS3,https://kakaku.com/item/K0000836004/,"¥3,440",Not Certified,ATX,140,fixed,x1,Comstars,unknown,single sided,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n/a,-,-,-,-,-
discontinued,KEIAN,静か Gold KT-AP600-AXG HC,https://kakaku.com/item/K0000927231/,"¥6,200",Gold,ATX,140,fixed,x1,Comstars,unknown,single sided,double forward,Teapo 105c,Passive Rectification + DC/DC,unknown,unknown,n/a,unknown,n/a,-,https://review.kakaku.com/review/K0000927231/ReviewCD=1071846/,-,-,-
,LIAN LI,PE-550,https://kakaku.com/item/K0000877506/,"¥15,800",Gold,SFX-L,130,full,x1,Enhance,,,,,,,,,,,,,,,
,MSI,MAG A550BN,https://kakaku.com/item/K0001378164/,"¥4,980",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,MSI,MAG A650BN,https://kakaku.com/item/K0001378163/,"¥5,980",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,MSI,MPG A750GF,https://kakaku.com/item/K0001335617/,"¥8,618",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,MSI,MPG A850GF,https://kakaku.com/item/K0001335616/,"¥10,780",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,NZXT,Cシリーズ C650 NP-C650M-JP,https://kakaku.com/item/K0001277800/,"¥11,970",Gold,ATX,150,full,x2,Seasonic,,,,,,,,,,,,,,,
,NZXT,Cシリーズ C750 NP-C750M-JP,https://kakaku.com/item/K0001277799/,"¥11,480",Gold,ATX,150,full,x2,Seasonic,,,,,,,,,,,,,,,
,NZXT,Cシリーズ C850 NP-C850M-JP,https://kakaku.com/item/K0001269786/,"¥13,981",Gold,ATX,150,full,x2,Seasonic,,,,,,,,,,,,,,,
,NZXT,E Series E850 NP-1PM-E850A,https://kakaku.com/item/K0001079945/,"¥19,593",Gold,ATX,150,full,x2,Seasonic,,,,,,,,,,,,,,,
,Phanteks,REVOLT PRO PSU PH-P1000GC,https://kakaku.com/item/K0001340452/,"¥24,620",Gold,ATX,170,full,x1,Seasonic,,,,,,,,,,,,,,,
,Phanteks,REVOLT X PSU PH-P1200PS,https://kakaku.com/item/K0001113235/,"¥33,874",Platinum,ATX,170,full,x4,Seasonic,,,,,,,,,,,,,,,
discontinued,RAIDMAX,Cobra Power RX-600AE-M,https://kakaku.com/item/K0001021590/,"¥6,966",Gold,ATX,163,full,x1,Andyson,(Aerocool KCAS G),single sided,double forward,? japanese 105c,? Passive Rectification + DC/DC,? Teapo 105c,unknown,n/a,? POWERYEAR PY-13525H12S,n/a,-,-,-,-,-
discontinued,RAIDMAX,Cobra Power RX-800AE-M,https://kakaku.com/item/K0001021591/,"¥8,391",Gold,ATX,163,full,x1,Andyson,(Aerocool KCAS G),single sided,double forward,japanese 105c,? Passive Rectification + DC/DC,Teapo 105c,unknown,n/a,POWERYEAR PY-13525H12S,n/a,-,https://www.overclockers.ua/power/raidmax-cobra-rx-800ae/,-,-,-
,RAIDMAX,Thunder RGB RX-535AP-R,https://kakaku.com/item/K0001021588/,"¥5,389",Bronze,ATX,165,semi,x1,Andyson,(Xigmatek Marverick S),single sided,double forward,? Teapo 85c,Passive Rectification + Group Regulation,? JunFu 105c,n/a,n/a,? POWERYEAR PY-13525M12S,n/a,-,-,-,-,-
discontinued,RAIDMAX,Thunder RGB RX-735AP-R,https://kakaku.com/item/K0001021589/,"¥7,668",Bronze,ATX,165,semi,x1,Andyson,(Xigmatek Marverick S),single sided,double forward,Teapo 85c,Passive Rectification + Group Regulation,JunFu 105c,n/a,n/a,POWERYEAR PY-13525M12S,n/a,-,https://www.overclockers.ua/power/raidmax-thunder-rgb-rx-735ap-r/,-,-,-
,Scythe,CORE-SFX300,https://kakaku.com/item/K0000643353/,"¥3,442",Not Certified,SFX,100,fixed,-,unknown,unknown,single sided,unknown,unknown,unknown,unknown,unknown,n/a,QHD 80mm,n/a,-,http://hatoka.blog.fc2.com/blog-entry-60.html,-,-,-
,Scythe,CORE-TFX275,https://kakaku.com/item/K0000933818/,"¥3,291",Not Certified,TFX,175,fixed,-,unknown,unknown,single sided,unknown,unknown,unknown,unknown,unknown,n/a,QHD QH8020SE 12M,n/a,-,https://sarashina.info/pc/vostrodengen.html,-,-,-
,Scythe,Ichi Power IP250B,https://kakaku.com/item/K0000275816/,"¥6,012",Not Certified,ATX,140,fixed,-,unknown,unknown,single sided,unknown,unknown,unknown,unknown,unknown,n/a,unknown,n/a,-,-,-,-,-
,Scythe,鎌力シルバー プラグイン750W SPKS-750P,https://kakaku.com/item/K0000914833/,"¥7,678",Silver,ATX,160,semi,x1,Sirtec,Sirtec Astro Lite HPM ,single sided,half-bridge LLC,unknown,Synchronous Rectification + DC/DC,unknown 105c,n/a,n/a,unknown,n/a,-,https://www.scythe.co.jp/product/power/spks-750p,-,-,-
discontinued,Scythe,剛短3 プラグイン SPGT3-400P,https://kakaku.com/item/K0000904367/,"¥8,833",Bronze,ATX,123,semi,x1,Sirtec,Sirtec Element Smart,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
,Scythe,剛短4 プラグイン SPGT4-500P,https://kakaku.com/item/K0001119172/,"¥6,380",Bronze,ATX,125,semi,x1,Sirtec,Sirtec Element Smart,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
,Scythe,剛短4 プラグイン SPGT4-600P,https://kakaku.com/item/K0001119173/,"¥6,980",Bronze,ATX,125,semi,x1,Sirtec,Sirtec Element Smart,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
,Scythe,剛短4 プラグイン SPGT4-700P,https://kakaku.com/item/K0001119174/,"¥9,460",Bronze,ATX,125,semi,x1,Sirtec,Sirtec Element Smart,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
discontinued,Seasonic,SSR-450FM,https://kakaku.com/item/K0001042495/,"¥9,255",Gold,ATX,140,semi,x1,Seasonic,Seasonic Focus Gold,double sided,full-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,japanese 105c,chemi-con or FPCAP,FPCAP/Enesol,HongHua HA1225M12F-Z,n/a,-,http://www.f14lab.com/2018/04/review-seasonic-focus-gold-450w.html,-,-,-
,Seasonic,SSR-550FM,https://kakaku.com/item/K0001042496/,"¥9,979",Gold,ATX,140,semi,x1,Seasonic,Seasonic Focus Gold,double sided,full-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,japanese 105c,chemi-con or FPCAP,FPCAP/Enesol,HongHua HA1225H12F-Z,n/a,-,https://review.kakaku.com/review/K0001042496/ReviewCD=1191453/ImageID=443813/,-,-,-
,Seasonic,FOCUS-GM-550,https://kakaku.com/item/K0001238313/,"¥12,780",Gold,ATX,140,full,x1,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GM-650,https://kakaku.com/item/K0001238314/,"¥12,900",Gold,ATX,140,full,x1,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GM-750,https://kakaku.com/item/K0001238315/,"¥16,980",Gold,ATX,140,full,x1,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GM-850,https://kakaku.com/item/K0001238316/,"¥18,980",Gold,ATX,140,full,x1,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-650,https://kakaku.com/item/K0001238310/,"¥20,680",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-650S,https://kakaku.com/item/K0001346034/,"¥17,753",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-750,https://kakaku.com/item/K0001238311/,"¥23,980",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-750S,https://kakaku.com/item/K0001346035/,"¥21,480",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-850,https://kakaku.com/item/K0001238312/,"¥25,000",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-GX-850S,https://kakaku.com/item/K0001346036/,"¥22,402",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-PX-650,https://kakaku.com/item/K0001238307/,"¥17,600",Platinum,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-PX-750,https://kakaku.com/item/K0001238308/,"¥20,000",Platinum,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-PX-750S,https://kakaku.com/item/K0001346037/,"¥24,180",Platinum,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-PX-850,https://kakaku.com/item/K0001238309/,"¥24,000",Platinum,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,FOCUS-PX-850S,https://kakaku.com/item/K0001346038/,"¥24,981",Platinum,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,PRIME-PX-1000S,https://kakaku.com/item/K0001346032/,"¥40,880",Platinum,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,PRIME-TX-650,https://kakaku.com/item/K0001257476/,"¥27,220",Titanium,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,PRIME-TX-750,https://kakaku.com/item/K0001257477/,"¥34,780",Titanium,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,PRIME-TX-850,https://kakaku.com/item/K0001257478/,"¥48,541",Titanium,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
,Seasonic,PRIME-TX-850S,https://kakaku.com/item/K0001346033/,"¥40,880",Titanium,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
discontinued,Sharkoon,SHA-SFX450B,https://kakaku.com/item/K0000746880/,"¥8,959",Bronze,SFX,100,semi,x1,Sirtec,Sirtec Compact SFX Bronze,single sided,double forward,unknown,Passive Rectification + Group Regulation,TEAPO 105c,n/a,n/a,unknown,n/a,-,https://www.dospara.co.jp/monotech/news/12445.html,-,-,-
,Shuttle,PC63JV2,https://kakaku.com/item/K0001202148/,"¥13,805",Silver,Proprietary,200,fixed,x1,,,,,,,,,,,,,,,,
,SILVERSTONE,SST-EX500-B,https://kakaku.com/item/K0001376478/,"¥9,896",Bronze,ATX,100,fixed,x1,CWT,,,,,,,,,,,,,,,
discontinued,SILVERSTONE,SST-ET500-B,https://kakaku.com/item/K0001254508/,,Bronze,ATX,140,fixed,x1,CWT,CWT GPK,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET550-B,https://kakaku.com/item/K0000966592/,"¥5,378",Bronze,ATX,140,fixed,x1,CWT,CWT GPK,single sided,double forward,japanese 105c,Passive Rectification + Group Regulation,? CapXon/JunFu 105c,n/a,n/a,? HongHua HA1225H12S-Z,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET550-G,https://kakaku.com/item/K0000993123/,"¥8,210",Gold,ATX,140,fixed,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c?,Synchronous Rectification + DC/DC,unknown 105c,unknown,n/a,unknown,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET550-HG-Rev,https://kakaku.com/item/K0001308908/,"¥7,580",Gold,ATX,160,semi,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET550-HG,https://kakaku.com/item/K0001017317/,"¥8,950",Gold,ATX,160,semi,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,? CapXon/Su'scon/JunFu/ChengX 105c,? APAQ/Elite,n/a,? Yateloon D14SM-12,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET500-MG,https://kakaku.com/item/K0001311026/,"¥16,363",Gold,ATX,165,full,x1,Andyson,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET600-MG,https://kakaku.com/item/K0001343424/,"¥12,195",Gold,ATX,165,full,x1,Andyson,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET650-B,https://kakaku.com/item/K0000966591/,"¥6,059",Bronze,ATX,140,fixed,x1,CWT,CWT GPK,single sided,double forward,japanese 105c,Passive Rectification + Group Regulation,CapXon/JunFu 105c,n/a,n/a,HongHua HA1225H12S-Z,n/a,-,http://www.realhardtechx.com/index_archivos/SILVERSTONE_Essential_series_ET650_B_650W_5.html,-,-,-
,SILVERSTONE,SST-ET650-G,https://kakaku.com/item/K0000993124/,"¥9,720",Gold,ATX,140,fixed,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c?,Synchronous Rectification + DC/DC,unknown 105c,unknown,n/a,unknown,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET650-HG,https://kakaku.com/item/K0001017318/,"¥9,480",Gold,ATX,160,semi,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,? CapXon/Su'scon/JunFu/ChengX 105c,? APAQ/Elite,n/a,? Yateloon D14SM-12,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET650-HG-Rev,https://kakaku.com/item/K0001308909/,"¥8,780",Gold,ATX,160,semi,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-B,https://kakaku.com/item/K0001218764/,"¥9,980",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-B-Rev,https://kakaku.com/item/K0001334080/,"¥14,025",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-G,https://kakaku.com/item/K0000993125/,"¥9,050",Gold,TFX,140,fixed,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c?,Synchronous Rectification + DC/DC,unknown 105c,unknown,n/a,unknown,n/a,-,-,-,-,-
,SILVERSTONE,SST-ET750-HG,https://kakaku.com/item/K0001017319/,"¥8,640",Gold,ATX,160,semi,x1,CWT,CWT GPS,single sided,half-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,CapXon/Su'scon/JunFu/ChengX 105c,APAQ/Elite,n/a,Yateloon D14SM-12,n/a,-,https://www.profesionalreview.com/2018/06/03/silverstone-et750-hg-gold-review/,https://tecnolocura.es/silverstone-et750-hg-psu-review/,https://aphnetworks.com/reports/silverstone-essential-gold-et750-hg-750w/3,https://bit-tech.net/reviews/tech/psus/silverstone-essential-gold-750w-review/1/
discontinued,SILVERSTONE,SST-ST40F-ESB,https://kakaku.com/item/K0000738815/,"¥5,480",Bronze,ATX,140,fixed,x1,Enhance,Enhance ATX1200B,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,V2,https://www.silverstonetek.com/product.php?pid=556,-,-,-
discontinued,SILVERSTONE,SST-ST50F-ESB,https://kakaku.com/item/K0000738816/,"¥6,250",Bronze,ATX,140,fixed,x1,Enhance,Enhance ATX1200B,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,V2,https://www.silverstonetek.com/product.php?pid=557,-,-,-
,SILVERSTONE,SST-ST50F-ESB-V2,https://kakaku.com/item/K0001215999/,,Bronze,ATX,140,fixed,x1,Enhance,Enhance ATX1200B,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,V2,https://www.silverstonetek.com/product.php?pid=557,-,-,-
,SILVERSTONE,SST-ST50F-ESG,https://kakaku.com/item/K0000614642/,"¥8,880",Gold,ATX,140,semi,x1,FSP,FSP Raider,single sided,Active-Clamp,Panasonic 105c,Synchronous Rectification + Group(5V/3.3V) Regulation,chemi-con/rubycon 105c,n/a,n/a,Yateloon D12SM-12,n/a,-,https://www.%65xpreview.com/32812-all.html,https://lab501.ro/carcase-surse/silverstone-strider-essential-gold-500w-st50f-esg-review/3,-,-
discontinued,SILVERSTONE,SST-ST60F-ESB,https://kakaku.com/item/K0000614644/,"¥7,180",Bronze,ATX,140,fixed,x1,Enhance,Enhance ATX1200B,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,V2,https://www.silverstonetek.com/product.php?pid=463,-,-,-
,SILVERSTONE,SST-ST60F-PB,https://kakaku.com/item/K0000723873/,"¥9,280",Bronze,ATX,140,semi,x1,Enhance,Enhance ATX1200B,single sided,double forward,Teapo 85c,Passive Rectification + Group Regulation,Teapo/TAICON 105c,n/a,unknown,Yateloon D12SH-12,n/a,-,https://nl.hardware.info/product/275000/silverstone-strider-plus-600w,http://www.tweaks.pl/zasilacze/siverstone-strider-plus-st60f-pb-600w-test-modularnego-zasilacza/3/,https://www.ix%62t.com/power/psu/silverstone-st60f-pb-2015.shtml,-
,SILVERSTONE,SST-ST70F-ESB,https://kakaku.com/item/K0000614643/,"¥9,480",Bronze,ATX,140,semi,x1,Enhance,Enhance ATX1200B,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,https://www.silverstonetek.com/product.php?pid=464&area=jp,-,-,-
,SILVERSTONE,SST-ET700-MG,https://kakaku.com/item/K0001259598/,"¥11,300",Gold,ATX,165,full,x1,Andyson,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-G,https://kakaku.com/item/K0000993125/,"¥11,000",Gold,ATX,140,fixed,Unknown,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-HG,https://kakaku.com/item/K0001017319/,"¥12,136",Gold,ATX,160,semi,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ET750-HG-Rev,https://kakaku.com/item/K0001308910/,"¥9,973",Gold,ATX,160,semi,x1,CWT,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST55F-PB,https://kakaku.com/item/K0001238186/,"¥10,310",Bronze,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST65F-PB,https://kakaku.com/item/K0001238185/,"¥9,682",Bronze,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST75F-PB,https://kakaku.com/item/K0001238184/,"¥10,682",Bronze,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST65F-GS,https://kakaku.com/item/K0001228172/,"¥13,104",Gold,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST65F-G-V2,https://kakaku.com/item/K0001216000/,"¥14,880",Gold,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST75F-GS V3,https://kakaku.com/item/K0001136339/,"¥10,945",Gold,ATX,140,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST85F-GS,https://kakaku.com/item/K0000585788/,"¥14,855",Gold,ATX,150,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST85F-GS V2,https://kakaku.com/item/K0001238187/,"¥17,500",Gold,ATX,140,full,x2,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-DA550-G,https://kakaku.com/item/K0001335775/,"¥8,555",Gold,ATX,140,full,x2,CWT,CWT GPX,,,,,,,,,,,,,,
,SILVERSTONE,SST-DA650-G,https://kakaku.com/item/K0001335776/,"¥18,412",Gold,ATX,140,full,x2,CWT,CWT GPX,,,,,,,,,,,,,,
,SILVERSTONE,SST-DA750-G,https://kakaku.com/item/K0001335777/,"¥12,380",Gold,ATX,140,full,x2,CWT,CWT GPX,,,,,,,,,,,,,,
,SILVERSTONE,SST-DA850-G,https://kakaku.com/item/K0001335778/,"¥11,980",Gold,ATX,140,full,x2,CWT,CWT GPX,,,,,,,,,,,,,,
,SILVERSTONE,SST-DA1650-G,https://kakaku.com/item/K0001293034/,"¥46,980",Gold,ATX,180,full,x4,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1000-PT,https://kakaku.com/item/K0000901046/,"¥25,980",Platinum,ATX,180,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1000-PTS,https://kakaku.com/item/K0001141717/,"¥27,980",Platinum,ATX,140,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1200-PT,https://kakaku.com/item/K0000901047/,"¥32,800",Platinum,ATX,180,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1200-PTS,https://kakaku.com/item/K0001141718/,"¥34,800",Platinum,ATX,140,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST55F-PT,https://kakaku.com/item/K0000812521/,"¥14,280",Platinum,ATX,140,full,Unknown,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST65F-PT,https://kakaku.com/item/K0000812522/,"¥15,480",Platinum,ATX,140,full,Unknown,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST65F-PT-Rev,https://kakaku.com/item/K0001311030/,"¥22,900",Platinum,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST75F-PT,https://kakaku.com/item/K0000812523/,"¥15,169",Platinum,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST75F-PT-Rev,https://kakaku.com/item/K0001311031/,"¥16,720",Platinum,ATX,140,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST85F-PT,https://kakaku.com/item/K0000901045/,"¥32,299",Platinum,ATX,140,full,Unknown,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1100-TI,https://kakaku.com/item/K0000987557/,"¥35,800",Titanium,ATX,180,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1300-TI,https://kakaku.com/item/K0000987558/,"¥42,590",Titanium,ATX,180,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1500-TI,https://kakaku.com/item/K0000987559/,"¥48,980",Titanium,ATX,180,full,x2,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-ST1500-GS,https://kakaku.com/item/K0000679244/,"¥44,980",Gold,ATX,180,full,Unknown,Enhance,,,,,,,,,,,,,,,
,SILVERSTONE,SST-NJ450-SXL,https://kakaku.com/item/K0001072058/,"¥24,200",Platinum,SFX-L,130,full,x1,Enhance,,,,,,,,,,,,,,,
discontinued,SILVERSTONE,SST-NJ700,https://kakaku.com/item/K0001346497/,"¥41,800",Titanium,ATX,170,full,x2,Seasonic,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX300-B,https://kakaku.com/item/K0001218762/,"¥7,677",Bronze,SFX,100,fixed,x1,unknown,unknown,single sided,unknown,unknown,Passive Rectification + DC/DC,unknown,APAQ,n/a,unknown,n/a,-,-,-,-,-
discontinued,SILVERSTONE,SST-SX450-B,https://kakaku.com/item/K0001218763/,"¥9,877",Bronze,SFX,100,fixed,x1,unknown,unknown,single sided,unknown,unknown,Passive Rectification + DC/DC,unknown,APAQ,n/a,unknown,n/a,-,-,-,-,-
discontinued,SILVERSTONE,SST-ST30SF V2,https://kakaku.com/item/K0000927889/,"¥5,180",Bronze,SFX,100,fixed,x1,Sirtec,(SST-ST45SF V3),single sided,double forward,japanese 105c,Passive Rectification + DC/DC,chemi-con/TEAPO 105c,n/a,Teapo,Globefan S0921512M,n/a,-,https://smallformfactor.net/reviews/silverstone-st30sf-v2-0-st45sf-v3-0-review/,https://www.anandtech.com/show/11070/the-silverstone-st30sf-st45sf-sfx-psu-review/2,https://www.cybenetics.com/index.php?option=database&manfID=51&volts=1,-
discontinued,SILVERSTONE,SST-ST45SF,https://kakaku.com/item/K0000102888/,"¥5,445",Bronze,SFX,140,fixed,x1,FSP,FSP SFX GHS,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown,n/a,-,https://www.silverstonetek.com/product.php?pid=253&area=jp,-,-,-
discontinued,SILVERSTONE,SST-ST45SF V3,https://kakaku.com/item/K0000935379/,"¥9,060",Bronze,SFX,100,fixed,x1,Sirtec,(SST-ST45SF V3),single sided,double forward,japanese 105c,Passive Rectification + DC/DC,chemi-con/TEAPO 105c,n/a,Teapo,Globefan S0921512H,n/a,-,https://smallformfactor.net/reviews/silverstone-st30sf-v2-0-st45sf-v3-0-review/,https://www.anandtech.com/show/11070/the-silverstone-st30sf-st45sf-sfx-psu-review/2,https://www.cybenetics.com/index.php?option=database&manfID=51&volts=1,-
,SILVERSTONE,SST-ST45SF-G,https://kakaku.com/item/K0000401596/,"¥8,880",Gold,SFX,100,full,x1,Enhance,Enhance ENP7100S,double sided,half-bridge LLC,japanese 105c,Synchronous Rectification + DC/DC,chemi-con/rubycon 105c,Teapo 105c,n/a,ADDA AD0812HB-D70 or YONGLIN TECH DFB801512H,n/a,-,https://www.hardocp.com/article/2013/03/14/silverstone_sfx_st45sfg_450w_power_supply_review/3,https://diit.cz/clanek/silverstone-sfx-series-450-w-sst-st45sf-g/sekundarni-strana-kvalita-provedeni,https://www.59hardware.net/articles/alimentations/alimentation-sfx-silverstone-sst-st45sf-g-2014060916067/all.html,-
discontinued,SILVERSTONE,SST-SX500-G Rev,https://kakaku.com/item/K0001302162/,"¥12,799",Gold,SFX,100,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX500-LG,https://kakaku.com/item/K0000723872/,"¥10,480",Gold,SFX,130,full,Unknown,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX500-LG-Rev,https://kakaku.com/item/K0001311027/,"¥12,980",Gold,SFX,130,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX550,https://kakaku.com/item/K0000871889/,"¥16,698",Gold,SFX,100,fixed,Unknown,FSP,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX650-G,https://kakaku.com/item/K0000990111/,"¥15,480",Gold,SFX,100,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX650-G Rev,https://kakaku.com/item/K0001302163/,"¥13,120",Gold,SFX,100,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX700-G,https://kakaku.com/item/K0001124919/,"¥15,800",Gold,SFX,100,full,x1,Sirtec,,,,,,,,,,,,,,,
,SILVERSTONE,SST-SX700-G Rev,https://kakaku.com/item/K0001311028/,"¥24,613",Gold,SFX,100,full,x1,Sirtec,,,,,,,,,,,,,,,
